date	p_key	part_max	part_min	etype_name	etype_cat	eorg_name	eorg_cat	etheme	eremarks	etype_ischurch	etype_isdemo
1990-01-14	464	500	0	kA	kA	kA	kA	Karl Liebknecht - Rosa Luxemburg Demonstration		1	0
1990-01-15	464	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-01-15	464	20000	15000	kA	kA	Neues Forum	Partei	Gegen die SED-PDS.		1	0
1990-01-17	464	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-01-22	464	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-01-22	464	0	0	kA	kA	Neues Forum	Partei	Gegen die Herrschaft einer Partei.		1	0
1990-02-25	464	400	0	kA	kA	kA	kA			1	0
1990-03-03	464	0	0	Wahlkundgebung	Wahlkundgebung	FDP	Partei		Kundgebung mit Hans-Dietrich Genscher.	0	0
1990-03-03	464	0	0	Wahlkundgebung	Wahlkundgebung	CDU	Partei		Kundgebung mit Gerhard Stoltenberg.	0	0
1990-03-12	464	0	0	kA	kA	Neues Forum	Partei	Für die Auflösung der Stadtverordnetenversammlung.		1	0
1990-03-16	464	30000	0	Wahlkundgebung mit Willy Brand	Wahlkundgebung	SPD	Partei			0	0
1990-04-05	464	1000	0	kA	kA	kA	kA			1	0
1989-11-11	465	4000	0	kA	kA	Neues Forum	Partei	Es wird die Abschaffung der Kampfgruppen gefordert.		0	0
1989-11-12	465	3000	0	kA	kA	Neues Forum	Partei	Für die Abschaffung der Kampfgruppen.		0	0
1989-12-16	465	3500	0	kA	kA	kA	kA			1	0
1990-01-20	465	800	0	kA	kA	kA	kA			1	0
1990-02-01	465	0	0	kA	kA	Mitarbeiter Gesundheitswesen	Angehörige Öffentlicher Dienst	Die Kreisdienststelle des MfS soll Krankenstützpunkt werden.	Es beteiligen sich 8 Sanitätsfahrzeuge.	1	0
1990-04-05	465	1000	0	kA	kA	kA	kA			1	0
1989-12-10	466	3000	0	kA	kA	kA	kA	Gegen das Überfliegen des Kernkraftwerkes mit NVA Flugzeugen.		1	0
1990-02-04	467	70	0	kA	kA	kA	kA	Für die Wiedereinführung kirchlicher Feiertage.		1	0
1989-11-19	468	300	0	kA	kA	kA	kA	Es wird gefordert eine Fährstelle über den Grenzfluss zu eröffnen.		1	0
1989-10-26	469	0	0	kA	kA	kA	kA			1	1
1989-11-02	470	1000	0	kA	kA	kA	kA			1	0
1989-11-19	470	1000	0	kA	kA	kA	kA	Für freie und geheime Wahlen.		1	0
1989-12-15	470	700	0	kA	kA	kA	kA			1	0
1990-01-15	470	0	0	kA	kA	kA	kA	Gegen die Restaurationspolitik der SED und ihres Sicherheitsapparates.		1	0
1990-02-24	470	800	0	kA	kA	kA	kA			1	0
1990-01-13	471	500	0	kA	kA	kA	kA	Demonstration vor einer getarnten MfS-Zentrale, eine 15-Köpfige Abordnung erzwingt eine Objektbegehung.		1	0
1990-03-04	471	0	0	kA	kA	Allianz für Deutschland	Angehörige Staat			0	0
1989-11-04	472	2000	1600	kA	kA	Neues Forum	Partei	Für freie Wahlen.		1	0
1989-11-18	472	500	0	kA	kA	kA	kA			1	0
1990-01-08	472	0	0	kA	kA	kA	kA			1	0
1990-02-02	472	50	0	kA	kA	kA	kA			1	0
1989-10-31	473	80	0	kA	kA	kA	kA			1	1
1989-11-07	473	300	0	kA	kA	kA	kA			1	1
1989-10-27	474	20000	12000	kA	kA	kA	kA		Im Anschluss an die Demonstration findet ein Gespräch im Dom statt.	1	1
1989-11-03	474	6500	5500	kA	kA	kA	kA			1	1
1989-11-10	474	6000	0	kA	kA	kA	kA			1	0
1989-11-19	474	1500	0	kA	kA	kA	kA			1	0
1989-12-01	474	650	0	kA	kA	Neues Forum	Partei	Für eine Reform des Bildungswesens.		1	1
1989-12-03	474	0	0	Menschenkette	Menschenkette/Mahnwache	Aktion Sühnezeichen	Partei	"Ein Licht für unser Land"		1	0
1989-12-05	474	0	0	kA	kA	kA	kA	Demonstration vor dem MfS Gebäude.		1	0
1989-12-09	474	0	0	kA	kA	kA	kA	Gegen die Modernisierung des Militärflugplatzes.		1	0
1989-12-22	474	1500	0	kA	kA	Neues Forum	Partei	Zum Gedenken an den 5.Todestages zweier Güstrower, die infolge eines "Zwischenfalls" vor dem MfS-Gebäude erschossen wurden.		1	0
1990-01-12	474	7000	6000	kA	kA	Neues Forum	Partei	"Täter des Stalinismus im Aufwind - wehret den Anfängen"		1	0
1990-01-23	474	4000	0	kA	kA	Neues Forum	Partei	"Chancengleichheit für alle - Schluß mit den Privilegien der SED-PDS"		1	0
1990-02-10	474	500	0	kA	kA	kA	kA			1	0
1990-02-12	474	11000	0	kA	kA	SPD	Partei		Kundgebung mit Helmut Schmidt.	0	0
1990-02-19	474	4000	0	kA	kA	kA	kA			1	0
1990-04-09	474	100	0	kA	kA	Neues Forum	Partei	Für die Überprüfung der Volkskammerabgeordneten auf MfS-Mitarbeit.		0	0
1989-10-26	475	0	0	kA	kA	kA	kA			1	1
1989-11-09	475	8000	0	Schweigemarsch	Marsch	kA	kA			1	0
1990-01-14	475	300	0	kA	kA	kA	kA	Karl Liebknecht - Rosa Luxemburg Demonstration		1	0
1990-01-22	475	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-03-14	475	250	0	kA	kA	kA	kA			1	0
1990-01-02	476	200	0	kA	kA	Neues Forum	Partei	Für Frieden und Demokratie.		1	0
1990-02-06	477	100	0	Warnstreik	Warnstreik	LPG	Angehörige Landwirtschaft	Für höhere Löhne.		0	0
1989-12-09	478	10000	3000	kA	kA	kA	kA	Für die Umwandlung des Militärpflugplatzes in einen zivilen Flugplatz.	Demonstranten aus allen drei Nordbezirken haben sich versammelt.	1	0
1989-10-26	480	0	0	kA	kA	kA	kA			1	1
1989-11-04	480	4000	0	kA	kA	Neues Forum	Partei	Für freie Wahlen.		1	0
1989-12-11	480	3000	2000	kA	kA	kA	kA			1	0
1990-01-13	480	400	0	kA	kA	SED-PDS	Partei			0	0
1989-11-07	479	2000	300	kA	kA	kA	kA			1	1
1989-11-14	479	5000	0	Friedensgebet	Kirche	kA	kA			1	1
1989-11-29	479	600	500	kA	kA	Neues Forum	Partei	Für spürbare Wirtschaftsmaßnahmen und die Auflösung des MfS und der SED.		1	0
1990-01-15	479	0	0	kA	kA	kA	kA	Gegen die Restaurationspolitik der SED und ihres Sicherheitsapparates.		1	0
1990-02-13	479	0	0	Warnstreik	Warnstreik	Mitarbeiter der Sparkassen	Angehörige Wirtschaft	höhere Löhne		0	0
1989-10-26	481	4000	0	Friedensgebet	Kirche	Neues Forum	Partei	Für freie Wahlen und die Zulassung des Neues Forum, "Demokratie jetzt oder nie".		1	1
1989-11-04	481	3500	3000	kA	kA	Neues Forum	Partei	Für freie Demokratie und geheime Wahlen.		1	0
1989-11-16	481	0	0	Lichterkette	Marsch	kA	kA			1	0
1989-11-17	481	1000	0	kA	kA	kA	kA			1	0
1989-11-28	481	3000	0	kA	kA	kA	kA			1	0
1989-11-29	481	2500	0	kA	kA	Neues Forum	Partei			1	0
1989-12-04	481	0	0	kA	kA	kA	kA	Besetzung der MfS Kreisdienststelle und Versiegelung der Räume.		1	0
1989-12-13	481	1000	0	kA	kA	kA	kA			1	0
1989-12-19	481	600	0	kA	kA	kA	kA			1	0
1990-01-15	481	0	0	kA	kA	kA	kA	Gegen die Restaurationspolitik der SED und ihres Sicherheitsapparates.		1	0
1990-02-01	481	500	0	kA	kA	kA	kA			1	0
1990-02-17	481	500	0	kA	kA	kA	kA			1	0
1989-10-26	482	1400	900	kA	kA	kA	kA	Vorstellung der Ziele des Neuen Forum.	Vor dem Volkspolizeikreisamt werden Kerzen abgestellt.	1	1
1989-11-27	482	500	0	Friedensgebet	Kirche	kA	kA			1	1
1989-12-18	482	150	0	kA	kA	kA	kA			1	0
1990-01-15	482	0	0	kA	kA	kA	kA	Gegen die Restaurationspolitik der SED und ihres Sicherheitsapparates.		1	0
1990-04-05	482	1000	0	kA	kA	kA	kA			1	0
1990-04-23	482	100	0	kA	kA	kA	kA	Gegen die Umrechnung 1:2 bei der Rente.		1	0
1989-12-13	483	200	0	kA	kA	kA	kA			1	0
1989-10-23	484	50000	40000	Friedensgebet	Kirche	Neues Forum	Partei	Für Pressefreiheit, Zulassung des Neuen Forum und Lebensverbundene Medien.	Zur gleichen Zeit findet nach einem Aufruf des Demokratischen Blocks und des Rates der Stadt eine Kundgebung im Alten Garten für eine lebendige und soz. Demokratie statt.	1	1
1989-10-30	484	80000	40000	Friedensgebet	Kirche	Neues Forum	Partei	Für Presse- und Meinungsfreiheit.	Vorher fand ein "Montagsgespräch" im "Marstall" statt, das nach draußen übertragen wurde.	1	1
1989-11-06	484	30000	25000	Friedensgebet	Kirche	Neues Forum	Partei		Gegen die Führungsrolle der SED.	1	1
1989-11-11	484	2000	0	kA	kA	kA	kA			1	0
1989-11-13	484	10000	6000	Friedensgebet	Kirche	Neues Forum	Partei	Für freie Wahlen und für einen Volksentscheid für Artikel 1der Verfassung der DDR.		1	1
1989-11-20	484	10000	5000	kA	kA	kA	kA	"Veranstaltung des politischen Überlegens" im Alten Garten.		0	0
1989-11-27	484	10000	6000	kA	kA	Neues Forum	Partei	"Stasi in die Volkswirtschaft"		1	0
1989-12-04	484	10000	0	kA	kA	kA	kA	Für die Auflösung der Kampfgruppen und die Bestrafung aller Funktionäre.		1	0
1989-12-11	484	7000	2000	kA	kA	Neues Forum	Partei	Für radikale politische Reformen.		1	0
1989-12-13	484	2000	0	kA	kA	kA	kA			1	0
1989-12-18	484	3000	0	kA	kA	kA	kA	"Für eine bessere Umwelt bevor es zu spät ist"		1	0
1989-12-26	484	1500	1200	kA	kA	Initiativgruppe für unser Land	Bürgerinitiative	Für eine souveräne DDR.		1	0
1990-01-08	484	8000	0	Schweigemarsch	Marsch	Neues Forum	Partei	Für eine konsequente Fortführung unserer Revolution und gegen Rechtsradikalismus und das was von der SED daraus gemacht wird!.		1	0
1990-01-09	484	8000	0	kA	kA	kA	kA			1	0
1990-01-12	484	0	0	Warnstreik	Warnstreik	Mitarbeiter des Hauptbahnhofes	Angehörige Wirtschaft	Es wird mehr Lohn gefordert.		0	0
1990-01-14	484	5000	0	kA	kA	kA	kA	Karl Liebknecht - Rosa Luxemburg Demonstration		1	0
1990-01-15	484	10000	0	kA	kA	Neues Forum	Partei	Für die Auflösung der SED-PDS.		1	0
1990-01-20	484	0	0	kA	kA	Bauern	Angehörige Landwirtschaft	Für die Wahrung der Interessen der Bauern.		1	0
1990-01-21	484	250	0	kA	kA	kA	kA			1	0
1990-01-22	484	3000	0	kA	kA	kA	kA			1	0
1990-01-29	484	3000	0	kA	kA	kA	kA			1	0
1990-01-30	484	0	0	Warnstreik	Warnstreik	kA	kA			0	0
1990-02-05	484	1000	0	kA	kA	kA	kA			1	0
1990-02-07	484	2000	0	kA	kA	Pädagogen	Schule	Für soziale Sicherheit.		1	0
1990-02-09	484	3500	0	kA	kA	Allianz für Deutschland	Angehörige Staat			0	0
1990-02-18	484	4000	0	kA	kA	kA	kA			1	0
1990-02-19	484	5000	0	kA	kA	kA	kA			1	0
1990-02-24	484	1500	0	kA	kA	Bauern	Angehörige Landwirtschaft			1	0
1990-04-02	484	500	0	kA	kA	kA	kA			1	0
1990-04-05	484	5000	0	kA	kA	kA	kA			1	0
1989-11-07	485	300	0	kA	kA	kA	kA			1	0
1989-11-14	485	200	0	kA	kA	kA	kA	Für die Abschaffung der militärischen Sperrgebiete.		1	1
1989-12-27	486	200	0	kA	kA	kA	kA	Für die Öffnung des Grenzüberganges.		1	0
1989-11-06	487	1200	0	kA	kA	kA	kA			1	0
1989-11-11	487	2000	0	kA	kA	kA	kA	Für freie Wahlen und dem Rückzug der SED aus den Betrieben.		1	0
1989-12-18	487	500	0	kA	kA	kA	kA			1	0
1990-01-15	487	0	0	kA	kA	kA	kA	Gegen die Restaurationspolitik der SED und ihres Sicherheitsapparates.		1	0
1990-02-06	487	100	0	kA	kA	kA	kA			1	0
1990-04-23	487	120	0	kA	kA	kA	kA	Gegen die Umrechnung 1:2 bei der Rente.		1	0
1989-10-26	488	0	0	kA	kA	kA	kA			1	1
1990-01-29	488	1000	0	kA	kA	kA	kA			1	0
